Sector Code,Sector,Industry Code,Industry,Disclosure Topic Code,Disclosure Topic,Accounting Metric Code,Accounting Metric,Technical Protocol Code,Technical Protocol,TP Footnote Number,TP Footnote,Technical Protocol Bullet Point 1,TP_BP1 Footnote Number,TP_BP1 Footnote,Sub-Bullet Points for Bullet Point 1,TP_BP1_Sub Footnote Number,TP_BP1_Sub Footnote,Technical Protocol Bullet Point 2,TP_BP2 Footnote Number,TP_BP2 Footnote,Sub-Bullet Points for Bullet Point 2,TP_BP2_Sub Footnote Number,TP_BP2_Sub Footnote,Technical Protocol Bullet Point 3,TP_BP3 Footnote Number,TP_BP3 Footnote,Sub-Bullet Points for Bullet Point 3,TP_BP3_Sub Footnote Number,TP_BP3_Sub Footnote,Technical Protocol Bullet Point 4,TP_BP4 Footnote Number,TP_BP4 Footnote,Sub-Bullet Points for Bullet Point 4,TP_BP4_Sub Footnote Number,TP_BP4_Sub Footnote,Technical Protocol Bullet Point 5,TP_BP5 Footnote Number,TP_BP5 Footnote,Sub-Bullet Points for Bullet Point 5,TP_BP5_Sub Footnote Number,TP_BP5_Sub Footnote,Technical Protocol Bullet Point 6,TP_BP6 Footnote Number,TP_BP6 Footnote,Sub-Bullet Points for Bullet Point 6,TP_BP6_Sub Footnote Number,TP_BP6_Sub Footnote,Technical Protocol Bullet Point 7,TP_BP7 Footnote Number,TP_BP7 Footnote,Sub-Bullet Points for Bullet Point 7,TP_BP7_Sub Footnote Number,TP_BP7_Sub Footnote,Technical Protocol Bullet Point 8,TP_BP8 Footnote Number,TP_BP8 Footnote,Sub-Bullet Points for Bullet Point 8,TP_BP8_Sub Footnote Number,TP_BP8_Sub Footnote,Technical Protocol Bullet Point 9,TP_BP9 Footnote Number,TP_BP9 Footnote,Sub-Bullet Points for Bullet Point 9,TP_BP9_Sub Footnote Number,TP_BP9_Sub Footnote,Technical Protocol Bullet Point 10,TP_BP10 Footnote Number,TP_BP10 Footnote,Sub-Bullet Points for Bullet Point 10,TP_BP10_Sub Footnote Number,TP_BP10_Sub Footnote,Technical Protocol Bullet Point 11,TP_BP11 Footnote Number,TP_BP11 Footnote,Sub-Bullet Points for Bullet Point 11,TP_BP11_Sub Footnote Number,TP_BP11_Sub Footnote
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-130a,Energy Management,RR-PP-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage from biomass, (4) percentage from other renewable energy, (5) total self-generated energy",RR-PP-130a.1.6,"The entity shall disclose (5) the amount of energy self-generated by the entity as an aggregate figure, in gigajoules (GJ).", , ,The entity may disclose the amount of self-generated energy that it sold to an electric utility or end-use customer., ,, , ,,"The entity may disclose the amount of self-generated energy that was renewable energy, where renewable energy is defined above.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-130a,Energy Management,RR-PP-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage from biomass, (4) percentage from other renewable energy, (5) total self-generated energy",RR-PP-130a.1.7,"The entity shall apply conversion factors consistently for all data reported under this disclosure, such as the use of HHVs for fuel usage (including biofuels) and conversion of kilowatt hours (kWh) to GJ (for energy data including electricity from solar or wind energy).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-PP-140a.1.1,"The entity shall disclose the amount of water, in thousands of cubic meters, that was withdrawn from all sources.", , ,"Water sources include surface water (including water from wetlands, rivers, lakes, and oceans), groundwater, rainwater collected directly and stored by the entity, and water and wastewater obtained from municipal water supplies, water utilities, or other entities.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-PP-140a.1.2,"The entity may disclose portions of its supply by source if, for example, significant portions of withdrawals are from non-freshwater sources.", , ,"Fresh water may be defined according to the local laws and regulations where the entity operates. Where there is no legal definition, fresh water shall be considered to be water that has less than 1,000 parts per million of dissolved solids per the U.S. Geological Survey.", ,, , ,,Water obtained from a water utility in compliance with U.S. National Primary Drinking Water Regulations can be assumed to meet the definition of fresh water., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-PP-140a.1.3,"The entity shall disclose the amount of water, in thousands of cubic meters, that was consumed in its operations.", , ,Water consumption is defined as:, ,,"• Water that evaporates during withdrawal, usage, and discharge;
• Water that is directly or indirectly incorporated into the entity's product or service;
• Water that does not otherwise return to the same catchment area from which it was withdrawn, such as water returned to another catchment area or the sea.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-PP-140a.1.4,"The entity shall analyze all of its operations for water risks and identify activities that withdraw and consume water in locations with High (40–80 percent) or Extremely High (>80 percent) Baseline Water Stress as classified by the World Resources Institute’s (WRI) Water Risk Atlas tool, Aqueduct.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-PP-140a.1.5,The entity shall disclose its water withdrawn in locations with High or Extremely High Baseline Water Stress as a percentage of the total water withdrawn., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-PP-140a.1.6,The entity shall disclose its water consumed in locations with High or Extremely High Baseline Water Stress as a percentage of the total water consumed., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-PP-140a.2.1,"The entity shall describe its water management risks associated with water withdrawals, water consumption, and discharge of water and/or wastewater.", , ,"Risks associated with water withdrawals and water consumption include risks to the availability of adequate, clean water resources, including, but not limited to:", ,,"• Environmental constraints—such as operating in water-stressed regions, drought, concerns of aquatic impingement or entrainment, interannual or seasonal variability, and risks due to the impact of climate change
• Regulatory and financial constraints—such as volatility in water costs, stakeholder perceptions and concerns related to water withdrawals (e.g., those from local communities, non-governmental organizations, and regulatory agencies), direct competition with and impact from the actions of other users (e.g., commercial and municipal users), restrictions to withdrawals due to regulations, and constraints on the entity’s ability to obtain and retain water rights or permits", ,,"Risks associated with the discharge of water and/or wastewater, include, but are not limited to, the ability to obtain rights or permits related to discharges, compliance with regulations related to discharges, restrictions to discharges, the ability to maintain control over the temperature of water discharges, liabilities and/or reputational risks, and increased operating costs due to regulation, stakeholder perceptions and concerns related to water discharges (e.g., those from local communities, non-governmental organizations, and regulatory agencies).", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-PP-140a.2.2,The entity may describe water management risks in the context of:, , ,"How risks may vary by withdrawal source, including surface water (including water from wetlands, rivers, lakes, and oceans), groundwater, rainwater collected directly and stored by the entity, and water and wastewater obtained from municipal water supplies, water utilities, or other entities; and", ,, , ,,"How risks may vary by discharge destinations, including surface water, groundwater, or wastewater utilities.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-PP-140a.2.3,The entity may discuss the potential impacts that water management risks may have on its operations and the timeline over which such risks are expected to manifest., , ,"Impacts may include, but are not limited to, those associated with costs, revenues, liabilities, continuity of operations, and reputation.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-PP-140a.2.4,"The entity shall discuss its short-term and long-term strategies or plan to mitigate water management risks, including, but not limited to:", , ,"The scope of its strategy, plans, goals and/or targets, such as how they relate to different business units, geographies, or water-consuming operational processes.", ,, , ,,"Any water management goals and/or targets it has prioritized, and an analysis of performance against those goals and/or targets.", ,,"• Goals and targets may include, but are not limited to, those associated with reducing water withdrawals, reducing water consumption, reducing water discharges, reducing aquatic impingements, improving the quality of water discharges, and regulatory compliance.", ,,"The activities and investments required to achieve the plans, goals and/or targets, and any risks or limiting factors that might affect achievement of the plans and/or targets.", ,, , ,,"Disclosure of strategies, plans, goals, and/or targets shall be limited to activities that were ongoing (active) or reached completion during the reporting period.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-PP-140a.2.5,"For water management targets, the entity shall additionally disclose:", , ,"Whether the target is absolute or intensity-based, and the metric denominator if it is an intensity-based target.", ,, , ,,"The timelines for the water management plans, including the start year, the target year, and the base year.", ,, , ,,"The mechanism(s) for achieving the target, including:", ,,"• Efficiency efforts, such as the use of water recycling and/or closed-loop systems;
• Product innovations such as redesigning products or services to require less water.
• Process and equipment innovations, such as those that enable the use of less water in manufacturing or operations;
• The use of tools and technologies (e.g., the World Wildlife Fund Water Risk Filter , The Global Water Tool , and Water Footprint Network Footprint Assessment Tool ) to analyze water use, risk, and opportunities; and
• Collaborations or programs in place with the community or other organizations.", ,,"The percentage reduction or improvement from the base year, where the base year is the first year against which water management targets are evaluated toward the achievement of the target.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-140a,Water Management,RR-PP-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-PP-140a.2.6,"The entity shall discuss whether its water management practices result in any additional lifecycle impacts or tradeoffs in its organization, including tradeoffs in land use, energy production, and greenhouse gas (GHG) emissions, and why the entity chose these practices despite lifecycle tradeoffs.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.1,Percentage of wood fiber sourced from (1) third-party certified forestlands and percentage to each standard and (2) meeting other fiber sourcing standards and percentage to each standard,RR-PP-430a.1.1,"The entity shall disclose the percentage of its total wood-fiber-based materials that have been sourced from forestlands that are certified to forest management standards, where:", , ,"Third-party forest management standards are those that certify that forests are harvested in a sustainable manner and that cover environmental and social criteria including legal compliance, land rights, community and worker relations, environmental impact and biodiversity, forest management plans and practices, land use, wildlife habitat conservation, and water conservation, among others.", ,, , ,,"Third-party forest management certifications include, but are not limited to, those promulgated by the following organizations (or the equivalent):", ,,"• American Tree Farm System (ATFS) (i.e., ATFS Certification)
• Forest Stewardship Council (FSC) (i.e., FSC Forest Management and Chain of Custody certifications)
• Programme for the Endorsement of Forest Certification (PEFC) (i.e., PEFC Chain of Custody certifications)
• Forest certification systems endorsed by the PEFC
• Sustainable Forest Initiative (SFI) (i.e., SFI Forest Management and Chain of Custody certifications)", ,,"The scope of wood-fiber-based materials includes all inputs that are processed to be sold as a finished good, including recycled raw materials, virgin raw materials, and goods that will be consumed directly in the production process and excluding biomass for energy.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.1,Percentage of wood fiber sourced from (1) third-party certified forestlands and percentage to each standard and (2) meeting other fiber sourcing standards and percentage to each standard,RR-PP-430a.1.2,The percentage of wood-fiber-based materials from third-party certified forestlands shall be calculated as the total weight (in air dried metric tons) of the entity’s wood-fiber-based materials that have been sourced from third-party certified forestlands divided by the total weight (in air dried metric tons) of wood-fiber-based materials sourced., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.1,Percentage of wood fiber sourced from (1) third-party certified forestlands and percentage to each standard and (2) meeting other fiber sourcing standards and percentage to each standard,RR-PP-430a.1.3,"The entity shall disclose the percentage of the total wood-fiber-based materials from third-party certified forestlands that is certified to each standard (e.g., FSC Chain of Custody, PEFC Chain of Custody, and SFI Chain of Custody).", , ,The entity shall calculate the percentage of wood-fiber-based materials certified to each standard as the amount of wood-fiber-based materials that is third-party certified to the respective standard divided by the total amount of wood fiber sourced by the entity., ,, , ,,"Where wood-fiber is certified to multiple third-party certifications, the entity shall include the amount of such fiber in its calculations for each relevant certification.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.1,Percentage of wood fiber sourced from (1) third-party certified forestlands and percentage to each standard and (2) meeting other fiber sourcing standards and percentage to each standard,RR-PP-430a.1.4,"The entity shall disclose the percentage of its total wood-fiber-based materials that is sourced from non-third-party certified forestlands but meets other fiber sourcing standards, including, but not limited to:", , ,"Responsible fiber sourcing standards (e.g., SFI Fiber Sourcing Standard)", ,, , ,,"Controlled wood standards (e.g., FSC Controlled Wood Certification, PEFC Controlled Wood)", ,, , ,,"Recycled fiber standards that include post- and pre-consumer reclaimed material (e.g., PEFC Controlled Sources, FSC Recycled Label, and SFI Recycled Label)", ,, , ,,Any other due diligence standards that cover sourcing requirements for fiber from non-certified forestlands, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.1,Percentage of wood fiber sourced from (1) third-party certified forestlands and percentage to each standard and (2) meeting other fiber sourcing standards and percentage to each standard,RR-PP-430a.1.5,"For fiber from non-certified forestlands that meets multiple fiber sourcing standards, the entity shall not account for the weight more than once when calculating the total percentage of fiber from non-certified forestlands that meets other fiber sourcing standards.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.1,Percentage of wood fiber sourced from (1) third-party certified forestlands and percentage to each standard and (2) meeting other fiber sourcing standards and percentage to each standard,RR-PP-430a.1.6,"The entity shall disclose the percentage of wood fiber that meets each sourcing standard (e.g., FSC Controlled Wood, SFI Fiber Sourcing Standard, and PEFC Controlled Sources).", , ,"Where wood-fiber meets multiple sourcing standards, the entity shall include the amount of such fiber in its calculations for each relevant sourcing standard.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.2,Amount of recycled and recovered fiber procured,RR-PP-430a.2.1,The entity shall disclose the amount of recycled and recovered fiber it procured in metric tons from suppliers as well as recycled and recovered fiber it obtained directly through collection programs., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-PP,Pulp & Paper Products,RR-PP-430a,Supply Chain Management,RR-PP-430a.2,Amount of recycled and recovered fiber procured,RR-PP-430a.2.2,"Recycled content is defined, consistent with definitions in ISO 14021:1999, “Environmental labels and declarations—Self-declared environmental claims (Type II environmental labelling),” as the portion, by mass, of recycled or recovered material in a product or packaging, where only pre-consumer and post-consumer materials shall be considered as recycled content, and where:", , ,Recycled material is defined as material that has been reprocessed from recovered (or reclaimed) material by means of a manufacturing process and made into a final product or a component for incorporation into a product., ,, , ,,"Recovered material is defined as material that would have otherwise been disposed of as waste or used for energy recovery, but has instead been collected and recovered (or reclaimed) as a material input, in lieu of new primary material, for a recycling or manufacturing process.", ,, , ,,"Pre-consumer material is defined as material that has been diverted from the waste stream during a manufacturing process. Excluded is reutilization of materials such as rework, regrind, or scrap that are generated in a process and are capable of being reclaimed within the same process that generated them.", ,, , ,,"Post-consumer material is defined as material generated by households or by commercial, industrial, and institutional facilities in their role as end-users of a product that can no longer be used for its intended purpose. This includes returns of material from the distribution chain.", ,, , ,,"Fiber shall be considered recycled or recovered if it meets the SFI definition of recycled content, the FSC definition of reclaimed material, or the PEFC definition of recycled wood and fibres.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-130a,Energy Management in Manufacturing,RR-ST-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",RR-ST-130a.1.1,"The entity shall disclose (1) the total amount of energy it consumed as an aggregate figure, in gigajoules (GJ).", , ,"The scope of energy consumption includes energy from all sources, including energy purchased from sources external to the entity and energy produced by the entity itself (self-generated). For example, direct fuel usage, purchased electricity, and heating, cooling, and steam energy are all included within the scope of energy consumption.", ,, , ,,The scope of energy consumption includes only energy directly consumed by the entity during the reporting period., ,, , ,,"In calculating energy consumption from fuels and biofuels, the entity shall use higher heating values (HHV), also known as gross calorific values (GCV), which are directly measured or taken from the Intergovernmental Panel on Climate Change (IPCC), the U.S. Department of Energy (DOE), or the U.S. Energy Information Administration (EIA).", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-130a,Energy Management in Manufacturing,RR-ST-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",RR-ST-130a.1.2,The entity shall disclose (2) the percentage of energy it consumed that was supplied from grid electricity., , ,The percentage shall be calculated as purchased grid electricity consumption divided by total energy consumption., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-130a,Energy Management in Manufacturing,RR-ST-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",RR-ST-130a.1.3,The entity shall disclose (3) the percentage of energy it consumed that is renewable energy., , ,"Renewable energy is defined as energy from sources that are replenished at a rate greater than or equal to their rate of depletion, such as geothermal, wind, solar, hydro, and biomass.", ,, , ,,The percentage shall be calculated as renewable energy consumption divided by total energy consumption., ,, , ,,"The scope of renewable energy includes renewable fuel the entity consumed, renewable energy the entity directly produced, and renewable energy the entity purchased, if purchased through a renewable power purchase agreement (PPA) that explicitly includes renewable energy certificates (RECs) or Guarantees of Origin (GOs), a Green?e Energy Certified utility or supplier program, or other green power products that explicitly include RECs or GOs, or for which Green?e Energy Certified RECs are paired with grid electricity.", ,,"• For any renewable electricity generated on-site, any RECs and GOs must be retained (i.e., not sold) and retired or cancelled on behalf of the entity in order for the entity to claim them as renewable energy.
• For renewable PPAs and green power products, the agreement must explicitly include and convey that RECs and GOs be retained or replaced and retired or cancelled on behalf of the entity in order for the entity to claim them as renewable energy.
• The renewable portion of the electricity grid mix that is outside of the control or influence of the entity is excluded from the scope of renewable energy.", ,,"For the purposes of this disclosure, the scope of renewable energy from hydro and biomass sources is limited to the following:", ,,"• Energy from hydro sources is limited to those that are certified by the Low Impact Hydropower Institute or that are eligible for a state Renewable Portfolio Standard;
• Energy from biomass sources is limited to materials certified to a third-party standard (e.g., Forest Stewardship Council, Sustainable Forest Initiative, Programme for the Endorsement of Forest Certification, or American Tree Farm System), materials considered eligible sources of supply according to the Green-e Framework for Renewable Energy Certification, Version 1.0 (2017) or Green-e regional standards, and/or materials that are eligible for an applicable state renewable portfolio standard.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-130a,Energy Management in Manufacturing,RR-ST-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",RR-ST-130a.1.4,"The entity shall apply conversion factors consistently for all data reported under this disclosure, such as the use of HHVs for fuel usage (including biofuels) and conversion of kilowatt hours (kWh) to GJ (for energy data including electricity from solar or wind energy).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-ST-140a.1.1,"The entity shall disclose the amount of water, in thousands of cubic meters, that was withdrawn from all sources.", , ,"Water sources include surface water (including water from wetlands, rivers, lakes, and oceans), groundwater, rainwater collected directly and stored by the entity, and water and wastewater obtained from municipal water supplies, water utilities, or other entities.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-ST-140a.1.2,"The entity may disclose portions of its supply by source if, for example, significant portions of withdrawals are from non-freshwater sources.", , ,"Fresh water may be defined according to the local laws and regulations where the entity operates. Where there is no legal definition, fresh water shall be considered to be water that has less than 1,000 parts per million of dissolved solids per the U.S. Geological Survey.", ,, , ,,Water obtained from a water utility in compliance with U.S. National Primary Drinking Water Regulations can be assumed to meet the definition of fresh water., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-ST-140a.1.3,"The entity shall disclose the amount of water, in thousands of cubic meters, that was consumed in its operations.", , ,Water consumption is defined as:, ,,"• Water that evaporates during withdrawal, usage, and discharge;
• Water that is directly or indirectly incorporated into the entity’s product or service;
• Water that does not otherwise return to the same catchment area from which it was withdrawn, such as water returned to another catchment area or the sea.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-ST-140a.1.4,"The entity shall analyze all of its operations for water risks and identify activities that withdraw and consume water in locations with High (40–80 percent) or Extremely High (>80 percent) Baseline Water Stress as classified by the World Resources Institute’s (WRI) Water Risk Atlas tool, Aqueduct.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-ST-140a.1.5,The entity shall disclose its water withdrawn in locations with High or Extremely High Baseline Water Stress as a percentage of the total water withdrawn., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",RR-ST-140a.1.6,The entity shall disclose its water consumed in locations with High or Extremely High Baseline Water Stress as a percentage of the total water consumed., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Renewable Resources & Alternative Energy,RR-ST,Solar Technology & Project Developers,RR-ST-140a,Water Management in Manufacturing,RR-ST-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,RR-ST-140a.2.1,"The entity shall describe its water management risks associated with water withdrawals, water consumption, and discharge of water and/or wastewater.", , ,"Risks associated with water withdrawals and water consumption include risks to the availability of adequate, clean water resources, including, but not limited to:", ,,"• Environmental constraints—such as operating in water-stressed regions, drought, concerns of aquatic impingement or entrainment, interannual or seasonal variability, and risks due to the impact of climate change
• Regulatory and financial constraints—such as volatility in water costs, stakeholder perceptions and concerns related to water withdrawals (e.g., those from local communities, non-governmental organizations, and regulatory agencies), direct competition with and impact from the actions of other users (e.g., commercial and municipal users), restrictions to withdrawals due to regulations, and constraints on the entity’s ability to obtain and retain water rights or permits", ,,"Risks associated with the discharge of water and/or wastewater, include, but are not limited to, the ability to obtain rights or permits related to discharges, compliance with regulations related to discharges, restrictions to discharges, the ability to maintain control over the temperature of water discharges, liabilities and/or reputational risks, and increased operating costs due to regulation, stakeholder perceptions and concerns related to water discharges (e.g., those from local communities, non-governmental organizations, and regulatory agencies).", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
